UserID,Device,Traffic_Source,Category,Visited,Product_Viewed,Added_to_Cart,Purchased
U00254,Desktop,Social,Electronics,1,1,1,1
U00255,Tablet,Organic,Clothing,1,1,1,1
U00256,Mobile,Social,Electronics,1,1,0,0
U00257,Desktop,Social,Sports,1,1,0,0
U00258,Mobile,Social,Sports,1,1,0,0
U00259,Desktop,Paid,Books,1,1,1,1
U00260,Desktop,Paid,Home & Kitchen,1,1,1,1
U00261,Desktop,Social,Electronics,1,1,0,0
U00262,Desktop,Paid,Electronics,1,1,0,0
U00263,Mobile,Organic,Books,1,1,0,0
U00264,Desktop,Email,Home & Kitchen,1,0,0,0
U00265,Desktop,Social,Electronics,1,1,1,1
U00266,Mobile,Organic,Home & Kitchen,1,0,0,0
U00267,Desktop,Social,Sports,1,1,0,0
U00268,Desktop,Organic,Sports,1,0,0,0
U00269,Desktop,Social,Sports,1,0,0,0
U00270,Desktop,Paid,Clothing,1,0,0,0
U00271,Desktop,Social,Books,1,1,0,0
U00272,Desktop,Paid,Home & Kitchen,1,0,0,0
U00273,Mobile,Email,Sports,1,1,0,0
U00274,Mobile,Organic,Home & Kitchen,1,1,1,0
U00275,Desktop,Organic,Clothing,1,1,1,0
U00276,Mobile,Paid,Sports,1,1,1,0
U00277,Desktop,Paid,Clothing,1,1,0,0
U00278,Mobile,Email,Books,1,1,1,0
U00279,Tablet,Social,Books,1,1,1,0
U00280,Mobile,Email,Clothing,1,1,0,0
U00281,Tablet,Paid,Home & Kitchen,1,0,0,0
U00282,Mobile,Paid,Clothing,1,0,0,0
U00283,Mobile,Organic,Home & Kitchen,1,1,0,0
U00284,Desktop,Direct,Sports,1,0,0,0
U00285,Desktop,Social,Home & Kitchen,1,1,0,0
U00286,Mobile,Organic,Clothing,1,0,0,0
U00287,Tablet,Direct,Books,1,1,0,0
U00288,Desktop,Direct,Home & Kitchen,1,1,1,1
U00289,Mobile,Organic,Clothing,1,1,1,0
U00290,Mobile,Organic,Books,1,1,1,1
U00291,Desktop,Email,Sports,1,0,0,0
U00292,Mobile,Paid,Home & Kitchen,1,1,1,1
U00293,Mobile,Social,Electronics,1,1,0,0
U00294,Mobile,Organic,Sports,1,1,0,0
U00295,Desktop,Organic,Home & Kitchen,1,1,1,0
U00296,Desktop,Direct,Electronics,1,0,0,0
U00297,Mobile,Social,Sports,1,1,1,1
U00298,Mobile,Direct,Home & Kitchen,1,0,0,0
U00299,Desktop,Organic,Clothing,1,0,0,0
U00300,Mobile,Social,Home & Kitchen,1,1,1,1
U00301,Mobile,Email,Books,1,0,0,0
U00302,Desktop,Organic,Clothing,1,1,0,0
U00303,Desktop,Organic,Electronics,1,0,0,0
U00304,Tablet,Organic,Home & Kitchen,1,1,0,0
U00305,Mobile,Organic,Clothing,1,1,0,0
U00306,Desktop,Social,Home & Kitchen,1,1,1,0
U00307,Mobile,Email,Books,1,1,1,0
U00308,Desktop,Social,Home & Kitchen,1,0,0,0
U00309,Mobile,Organic,Sports,1,0,0,0
U00310,Desktop,Organic,Electronics,1,1,0,0
U00311,Desktop,Social,Books,1,1,1,1
U00312,Mobile,Email,Sports,1,0,0,0
U00313,Desktop,Direct,Electronics,1,1,0,0
U00314,Desktop,Email,Clothing,1,0,0,0
U00315,Desktop,Social,Books,1,1,1,0
U00316,Desktop,Paid,Sports,1,1,1,1
U00317,Desktop,Paid,Electronics,1,1,0,0
U00318,Desktop,Social,Clothing,1,0,0,0
U00319,Desktop,Organic,Sports,1,1,0,0
U00320,Desktop,Organic,Books,1,1,0,0
U00321,Mobile,Direct,Clothing,1,1,0,0
U00322,Desktop,Email,Books,1,0,0,0
U00323,Mobile,Direct,Home & Kitchen,1,0,0,0
U00324,Mobile,Paid,Home & Kitchen,1,0,0,0
U00325,Mobile,Social,Clothing,1,0,0,0
U00326,Mobile,Organic,Clothing,1,0,0,0
U00327,Desktop,Paid,Home & Kitchen,1,1,1,0
U00328,Mobile,Social,Electronics,1,1,1,0
U00329,Desktop,Paid,Books,1,0,0,0
U00330,Desktop,Direct,Electronics,1,1,0,0
U00331,Desktop,Email,Sports,1,1,1,0
U00332,Desktop,Email,Electronics,1,0,0,0
U00333,Mobile,Organic,Clothing,1,1,0,0
U00334,Desktop,Direct,Home & Kitchen,1,0,0,0
U00335,Desktop,Social,Sports,1,1,0,0
U00336,Mobile,Organic,Clothing,1,1,0,0
U00337,Desktop,Social,Sports,1,1,0,0
U00338,Desktop,Email,Electronics,1,1,0,0
U00339,Mobile,Social,Sports,1,1,0,0
U00340,Desktop,Social,Home & Kitchen,1,1,1,1
U00341,Mobile,Paid,Books,1,1,1,1
U00342,Desktop,Organic,Sports,1,1,0,0
U00343,Desktop,Direct,Home & Kitchen,1,0,0,0
U00344,Desktop,Paid,Sports,1,1,1,1
U00345,Desktop,Organic,Electronics,1,1,1,0
U00346,Desktop,Email,Clothing,1,0,0,0
U00347,Tablet,Social,Clothing,1,0,0,0
U00348,Desktop,Paid,Books,1,0,0,0
U00349,Desktop,Organic,Books,1,1,0,0
U00350,Desktop,Paid,Electronics,1,1,0,0
U00351,Mobile,Social,Home & Kitchen,1,1,0,0
U00352,Desktop,Email,Home & Kitchen,1,0,0,0
U00353,Desktop,Paid,Sports,1,1,1,1
U00354,Desktop,Paid,Sports,1,1,0,0
U00355,Mobile,Organic,Electronics,1,1,0,0
U00356,Desktop,Direct,Clothing,1,1,0,0
U00357,Mobile,Organic,Clothing,1,0,0,0
U00358,Mobile,Paid,Clothing,1,1,0,0
U00359,Desktop,Social,Clothing,1,1,0,0
U00360,Mobile,Paid,Sports,1,0,0,0
U00361,Mobile,Social,Home & Kitchen,1,1,1,1
U00362,Desktop,Paid,Home & Kitchen,1,0,0,0
U00363,Mobile,Social,Electronics,1,1,1,0
U00364,Tablet,Paid,Clothing,1,0,0,0
U00365,Mobile,Organic,Sports,1,0,0,0
U00366,Desktop,Email,Clothing,1,1,0,0
U00367,Desktop,Organic,Home & Kitchen,1,1,1,1
U00368,Mobile,Social,Books,1,0,0,0
U00369,Mobile,Organic,Clothing,1,1,0,0
U00370,Tablet,Paid,Books,1,1,1,0
U00371,Desktop,Paid,Home & Kitchen,1,1,1,1
U00372,Mobile,Organic,Home & Kitchen,1,0,0,0
U00373,Mobile,Social,Books,1,1,1,0
U00374,Mobile,Organic,Electronics,1,1,0,0
U00375,Tablet,Paid,Home & Kitchen,1,0,0,0
U00376,Mobile,Organic,Home & Kitchen,1,0,0,0
U00377,Desktop,Direct,Home & Kitchen,1,0,0,0
U00378,Desktop,Email,Home & Kitchen,1,0,0,0
U00379,Mobile,Organic,Sports,1,0,0,0
U00380,Desktop,Organic,Sports,1,1,1,1
U00381,Desktop,Paid,Clothing,1,1,0,0
U00382,Tablet,Paid,Books,1,1,1,0
U00383,Desktop,Social,Electronics,1,0,0,0
U00384,Desktop,Social,Electronics,1,0,0,0
U00385,Desktop,Email,Clothing,1,0,0,0
U00386,Desktop,Email,Books,1,1,0,0
U00387,Mobile,Organic,Electronics,1,1,0,0
U00388,Desktop,Direct,Home & Kitchen,1,1,0,0
U00389,Mobile,Email,Clothing,1,0,0,0
U00390,Desktop,Organic,Electronics,1,1,0,0
U00391,Mobile,Social,Electronics,1,0,0,0
U00392,Mobile,Paid,Clothing,1,1,0,0
U00393,Tablet,Email,Sports,1,1,1,1
U00394,Tablet,Paid,Clothing,1,1,1,1
U00395,Desktop,Organic,Sports,1,0,0,0
U00396,Desktop,Social,Clothing,1,1,1,1
U00397,Desktop,Paid,Home & Kitchen,1,0,0,0
U00398,Mobile,Direct,Home & Kitchen,1,1,1,1
U00399,Desktop,Social,Sports,1,1,0,0
U00400,Tablet,Social,Clothing,1,0,0,0
U00401,Mobile,Paid,Electronics,1,1,0,0
U00402,Desktop,Email,Electronics,1,1,0,0
U00403,Mobile,Paid,Clothing,1,1,0,0
U00404,Desktop,Social,Sports,1,1,0,0
U00405,Desktop,Organic,Clothing,1,1,0,0
U00406,Desktop,Paid,Home & Kitchen,1,0,0,0
U00407,Desktop,Email,Clothing,1,1,1,1
U00408,Desktop,Direct,Electronics,1,0,0,0
U00409,Desktop,Organic,Clothing,1,0,0,0
U00410,Mobile,Direct,Books,1,1,0,0
U00411,Desktop,Email,Books,1,1,0,0
U00412,Mobile,Paid,Home & Kitchen,1,1,0,0
U00413,Desktop,Organic,Clothing,1,0,0,0
U00414,Mobile,Direct,Books,1,0,0,0
U00415,Mobile,Paid,Clothing,1,1,1,1
U00416,Tablet,Social,Electronics,1,1,0,0
U00417,Mobile,Direct,Electronics,1,1,1,0
U00418,Desktop,Social,Electronics,1,1,1,1
U00419,Mobile,Social,Electronics,1,1,0,0
U00420,Desktop,Email,Sports,1,1,0,0
U00421,Mobile,Organic,Home & Kitchen,1,0,0,0
U00422,Tablet,Paid,Books,1,1,1,0
U00423,Mobile,Email,Books,1,1,1,1
U00424,Mobile,Paid,Sports,1,1,1,1
U00425,Desktop,Social,Books,1,1,1,0
U00426,Desktop,Paid,Electronics,1,1,0,0
U00427,Mobile,Organic,Clothing,1,1,1,1
U00428,Desktop,Paid,Sports,1,0,0,0
U00429,Desktop,Organic,Sports,1,1,0,0
U00430,Desktop,Social,Sports,1,1,1,0
U00431,Desktop,Email,Clothing,1,0,0,0
U00432,Tablet,Organic,Books,1,0,0,0
U00433,Mobile,Social,Books,1,0,0,0
U00434,Mobile,Social,Books,1,1,0,0
U00435,Desktop,Paid,Books,1,1,0,0
U00436,Mobile,Social,Home & Kitchen,1,0,0,0
U00437,Desktop,Paid,Sports,1,0,0,0
U00438,Mobile,Organic,Sports,1,0,0,0
U00439,Mobile,Paid,Clothing,1,1,1,0
U00440,Desktop,Paid,Home & Kitchen,1,1,0,0
U00441,Tablet,Social,Books,1,1,0,0
U00442,Desktop,Organic,Sports,1,1,0,0
U00443,Mobile,Social,Electronics,1,1,0,0
U00444,Desktop,Email,Electronics,1,0,0,0
U00445,Desktop,Email,Clothing,1,1,1,1
U00446,Desktop,Organic,Sports,1,0,0,0
U00447,Mobile,Organic,Sports,1,1,1,1
U00448,Desktop,Direct,Electronics,1,1,0,0
U00449,Desktop,Direct,Clothing,1,1,1,1
U00450,Desktop,Paid,Home & Kitchen,1,1,1,1
U00451,Desktop,Paid,Clothing,1,1,0,0
U00452,Desktop,Direct,Electronics,1,1,1,0
U00453,Desktop,Organic,Clothing,1,1,0,0
U00454,Mobile,Organic,Electronics,1,0,0,0
U00455,Tablet,Organic,Sports,1,1,1,1
U00456,Tablet,Email,Sports,1,0,0,0
U00457,Desktop,Email,Electronics,1,0,0,0
U00458,Mobile,Social,Books,1,0,0,0
U00459,Desktop,Paid,Sports,1,0,0,0
U00460,Desktop,Email,Home & Kitchen,1,1,0,0
U00461,Mobile,Social,Electronics,1,1,0,0
U00462,Desktop,Paid,Electronics,1,1,0,0
U00463,Tablet,Paid,Home & Kitchen,1,1,1,0
U00464,Desktop,Paid,Books,1,1,0,0
U00465,Mobile,Organic,Sports,1,1,1,1
U00466,Desktop,Paid,Clothing,1,0,0,0
U00467,Desktop,Organic,Electronics,1,0,0,0
U00468,Desktop,Social,Electronics,1,1,1,1
U00469,Mobile,Paid,Electronics,1,1,0,0
U00470,Mobile,Social,Books,1,1,1,0
U00471,Mobile,Paid,Clothing,1,1,1,1
U00472,Desktop,Organic,Books,1,1,1,1
U00473,Desktop,Social,Home & Kitchen,1,1,1,0
U00474,Mobile,Organic,Electronics,1,1,1,1
U00475,Mobile,Paid,Home & Kitchen,1,1,1,0
U00476,Mobile,Paid,Home & Kitchen,1,1,0,0
U00477,Desktop,Organic,Books,1,0,0,0
U00478,Desktop,Social,Books,1,0,0,0
U00479,Mobile,Organic,Home & Kitchen,1,0,0,0
U00480,Desktop,Organic,Sports,1,1,0,0
U00481,Desktop,Social,Electronics,1,0,0,0
U00482,Desktop,Social,Books,1,0,0,0
U00483,Mobile,Organic,Books,1,0,0,0
U00484,Desktop,Organic,Home & Kitchen,1,0,0,0
U00485,Mobile,Social,Electronics,1,1,0,0
U00486,Mobile,Paid,Books,1,1,0,0
U00487,Desktop,Email,Sports,1,1,0,0
U00488,Desktop,Organic,Home & Kitchen,1,1,0,0
U00489,Mobile,Social,Books,1,0,0,0
U00490,Desktop,Social,Electronics,1,1,1,1
U00491,Mobile,Paid,Sports,1,1,1,1
U00492,Mobile,Social,Clothing,1,1,1,1
U00493,Desktop,Direct,Electronics,1,0,0,0
U00494,Mobile,Organic,Home & Kitchen,1,1,1,1
U00495,Desktop,Paid,Books,1,1,1,0
U00496,Desktop,Email,Electronics,1,0,0,0
U00497,Desktop,Direct,Clothing,1,1,0,0
U00498,Desktop,Paid,Books,1,1,1,1
U00499,Mobile,Paid,Electronics,1,0,0,0
U00500,Tablet,Paid,Books,1,1,0,0
U00501,Desktop,Social,Electronics,1,1,0,0
U00502,Mobile,Paid,Clothing,1,1,1,0
U00503,Mobile,Social,Sports,1,1,1,1
U00504,Desktop,Paid,Clothing,1,0,0,0
U00505,Mobile,Organic,Sports,1,1,0,0
U00506,Desktop,Organic,Electronics,1,1,0,0
U00507,Mobile,Paid,Clothing,1,1,1,1
U00508,Mobile,Email,Clothing,1,1,0,0
U00509,Desktop,Organic,Books,1,1,0,0
U00510,Tablet,Paid,Clothing,1,0,0,0
U00511,Tablet,Paid,Books,1,1,0,0
U00512,Mobile,Paid,Clothing,1,1,1,0
U00513,Desktop,Organic,Sports,1,1,0,0
U00514,Mobile,Social,Books,1,1,1,1
U00515,Mobile,Email,Home & Kitchen,1,1,0,0
U00516,Mobile,Paid,Clothing,1,0,0,0
U00517,Desktop,Email,Clothing,1,1,0,0
U00518,Desktop,Organic,Electronics,1,1,0,0
U00519,Mobile,Organic,Sports,1,0,0,0
U00520,Mobile,Social,Books,1,1,1,1
U00521,Desktop,Organic,Home & Kitchen,1,1,0,0
U00522,Desktop,Direct,Home & Kitchen,1,1,1,0
U00523,Tablet,Social,Electronics,1,1,0,0
U00524,Desktop,Organic,Home & Kitchen,1,0,0,0
U00525,Desktop,Email,Clothing,1,1,1,1
U00526,Mobile,Paid,Clothing,1,1,1,1
U00527,Desktop,Social,Electronics,1,1,0,0
U00528,Mobile,Email,Books,1,0,0,0
U00529,Desktop,Organic,Electronics,1,0,0,0
U00530,Desktop,Social,Home & Kitchen,1,0,0,0
U00531,Mobile,Paid,Books,1,0,0,0
U00532,Desktop,Organic,Home & Kitchen,1,1,0,0
U00533,Mobile,Paid,Home & Kitchen,1,0,0,0
U00534,Mobile,Organic,Books,1,1,0,0
U00535,Desktop,Paid,Books,1,1,0,0
U00536,Desktop,Social,Clothing,1,0,0,0
U00537,Mobile,Organic,Home & Kitchen,1,1,1,0
